Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene description
WBGene00000220	atf-2	II	8751986	8753939	1	ATF (cAMP-dependent transcription factor) family  [Source:UniProtKB/TrEMBL;Acc:Q21361]
WBGene00000221	atf-5	X	14808846	14810849	-1	ATF (cAMP-dependent transcription factor) family  [Source:UniProtKB/TrEMBL;Acc:Q22156]
WBGene00000222	atf-6	X	12480948	12484904	1	ATF (cAMP-dependent transcription factor) family  [Source:UniProtKB/TrEMBL;Acc:Q20435]
WBGene00000223	atf-7	III	4491627	4499043	-1	ATF (cAMP-dependent transcription factor) family  [Source:UniProtKB/TrEMBL;Acc:B3GWA6]
WBGene00000224	atgp-1	IV	17269342	17272183	1	Amino acid Transporter GlycoProtein subunit  [Source:UniProtKB/TrEMBL;Acc:Q9XVU3]
WBGene00000225	atgp-2	II	14640096	14644083	-1	Amino acid Transporter GlycoProtein subunit  [Source:UniProtKB/TrEMBL;Acc:G1K110]
WBGene00000226	atl-1	V	9634861	9645595	-1	Serine/threonine-protein kinase ATR  [Source:UniProtKB/Swiss-Prot;Acc:Q22258]
WBGene00000227	atm-1	I	183364	208465	1	Serine/threonine-protein kinase ATM  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Q4]
WBGene00000228	atn-1	V	12478413	12484442	1	AcTiniN  [Source:UniProtKB/TrEMBL;Acc:H2L2C8]
WBGene00000229	atp-2	III	5228417	5230536	1	ATP synthase subunit beta, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P46561]
WBGene00000230	atp-3	I	5428469	5429908	-1	ATP synthase subunit  [Source:UniProtKB/TrEMBL;Acc:Q7JNG1]
WBGene00000231	atx-2	III	10461389	10468051	1	Ataxin-2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:G5ED29]
WBGene00000232	avr-14	I	5967250	5973320	-1	Inhibitory amino acid receptor subunit gbr-2A  [Source:UniProtKB/TrEMBL;Acc:Q17367]
WBGene00000233	avr-15	V	13498786	13511718	-1	GluClalpha2B protein  [Source:UniProtKB/TrEMBL;Acc:O17548]
WBGene00000235	baf-1	III	9467464	9468058	1	Barrier-to-autointegration factor 1  [Source:UniProtKB/Swiss-Prot;Acc:Q03565]
WBGene00000236	bag-1	I	6563629	6564451	-1	BAG family molecular chaperone regulator 1  [Source:UniProtKB/Swiss-Prot;Acc:O44739]
WBGene00000237	bam-2	I	2949600	2957910	-1	BAM-2  [Source:UniProtKB/TrEMBL;Acc:G5ECL4]
WBGene00000238	bar-1	X	7166005	7170625	-1	Beta-catenin/armadillo-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18825]
WBGene00000239	bas-1	III	5612274	5614700	1	Biogenic Amine Synthesis related  [Source:UniProtKB/TrEMBL;Acc:O45137]
WBGene00000240	pah-1	II	8762668	8766922	-1	Probable phenylalanine-4-hydroxylase 1  [Source:UniProtKB/Swiss-Prot;Acc:P90925]
WBGene00000241	bbs-1	I	14371142	14376025	-1	Bardet-Biedl syndrome 1 protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9NEZ7]
WBGene00000242	bbs-2	IV	7934097	7937746	1	Bardet-Biedl syndrome 2 protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q19640]
WBGene00000244	bbs-8	V	6762476	6765072	-1	Tetratricopeptide repeat protein 8  [Source:UniProtKB/Swiss-Prot;Acc:Q23049]
WBGene00000245	bca-1	X	6201875	6204922	-1	Beta carbonic anhydrase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q22460]
WBGene00000246	bcc-1	IV	11086074	11092552	-1	BiCaudal C (Drosophila) homolog  [Source:UniProtKB/TrEMBL;Acc:Q21593]
WBGene00000247	bec-1	IV	5661141	5664425	-1	Beclin homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q22592]
WBGene00000248	ben-1	III	3537688	3541628	-1	Tubulin beta chain  [Source:UniProtKB/TrEMBL;Acc:Q18817]
WBGene00000249	bir-1	V	11644760	11645370	1	BIR (Baculovirus inhibitory repeat) family; Inhibitor of apoptosis homolog  [Source:UniProtKB/TrEMBL;Acc:G5EFA2]
WBGene00000250	bir-2	V	13568850	13570030	1	BIR (Baculovirus inhibitory repeat) family; Inhibitor of apoptosis homolog  [Source:UniProtKB/TrEMBL;Acc:G5ECJ5]
WBGene00000251	bli-1	II	10708765	10712156	1	Cuticle collagen bli-1  [Source:UniProtKB/Swiss-Prot;Acc:Q09457]
WBGene00000252	bli-2	II	5651394	5652449	-1	BLIstered cuticle  [Source:UniProtKB/TrEMBL;Acc:O01904]
WBGene00000253	bli-3	I	146486	154850	-1	Dual oxidase 1  [Source:UniProtKB/Swiss-Prot;Acc:O61213]
WBGene00000254	bli-4	I	6342231	6356678	1	Endoprotease bli-4  [Source:UniProtKB/Swiss-Prot;Acc:P51559]
WBGene00000255	bli-5	III	13427642	13429713	-1	Kunitz-type protein bli-5  [Source:UniProtKB/Swiss-Prot;Acc:O62247]
WBGene00000256	bli-6	IV	6377065	6378195	1	BLIstered cuticle  [Source:UniProtKB/TrEMBL;Acc:Q8MXR1]
WBGene00000257	bmk-1	V	14453305	14456998	-1	Kinesin-like protein  [Source:UniProtKB/TrEMBL;Acc:G5EGL7]
WBGene00000259	bpl-1	II	6274115	6279699	1	Biotin Protein Ligase; Biotin protein ligase, holocarboxylase synthetase (70.9 kD) alternative variant b  [Source:UniProtKB/TrEMBL;Acc:G5ECZ9]
WBGene00000262	bra-1	X	13598449	13599687	1	BMP Receptor Associated protein family  [Source:UniProtKB/TrEMBL;Acc:Q20741]
WBGene00000263	F23H11.5	III	909957	910589	-1	
WBGene00000264	brc-1	III	3853026	3862958	-1	BRCa homolog (Tumor suppressor gene Brca1)  [Source:UniProtKB/TrEMBL;Acc:B6VQ61]
WBGene00000265	brd-1	III	6885204	6889523	-1	BRCA1-associated RING domain protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21209]
WBGene00000266	bre-1	IV	8987130	8990444	1	GDP-mannose 4,6 dehydratase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18801]
WBGene00000267	bre-2	III	13134014	13139614	-1	Beta-1,3-galactosyltransferase bre-2  [Source:UniProtKB/Swiss-Prot;Acc:Q6QMT2]
WBGene00000268	bre-3	III	9469920	9485451	-1	Beta-1,4-mannosyltransferase bre-3  [Source:UniProtKB/Swiss-Prot;Acc:Q03562]
WBGene00000269	bre-4	I	1621346	1628476	-1	Beta-1,4-N-acetylgalactosaminyltransferase bre-4  [Source:UniProtKB/Swiss-Prot;Acc:Q9GUM2]
WBGene00000270	bre-5	IV	12049862	12051226	-1	Beta-1,3-galactosyltransferase bre-5  [Source:UniProtKB/Swiss-Prot;Acc:Q95US5]
WBGene00000271	brf-1	II	7305861	7308738	1	BRF (Transcription factor) homolog  [Source:UniProtKB/TrEMBL;Acc:A0A131MCT5]
WBGene00000272	bro-1	I	5186926	5188995	1	BROther (Drosophila tx factor partner) homolog  [Source:UniProtKB/TrEMBL;Acc:Q95ZL9]
WBGene00000273	brp-1	III	12020552	12025325	1	Bypass of Response to Pheromone in yeast  [Source:UniProtKB/TrEMBL;Acc:I2HAF4]
WBGene00000274	btf-1	II	13200165	13215701	1	BTAF (TBP-associated factor) homolog  [Source:UniProtKB/TrEMBL;Acc:G5EF07]
WBGene00000275	bub-1	I	7251941	7255223	1	Mitotic checkpoint serine/threonine-protein kinase bub-1  [Source:UniProtKB/Swiss-Prot;Acc:Q21776]
WBGene00000276	byn-1	III	6932001	6935862	1	Cell adhesion protein byn-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20932]
WBGene00000277	cab-1	X	12199655	12213049	-1	
WBGene00000279	cah-1	III	5083206	5085289	-1	Carbonic AnHydrase  [Source:UniProtKB/TrEMBL;Acc:A0A131MB23]
WBGene00000280	cah-2	II	7480751	7483109	-1	Putative carbonic anhydrase-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q18932]
WBGene00000281	cah-3	X	16487481	16489397	1	Putative carbonic anhydrase 3  [Source:UniProtKB/Swiss-Prot;Acc:Q27504]
WBGene00000282	cah-4	X	13542574	13544599	1	Carbonic AnHydrase  [Source:UniProtKB/TrEMBL;Acc:Q8WQD8]
WBGene00000283	cah-5	X	7020033	7023950	1	Putative carbonic anhydrase 5  [Source:UniProtKB/Swiss-Prot;Acc:Q10462]
WBGene00000284	cah-6	I	3629471	3631112	1	Carbonic AnHydrase  [Source:UniProtKB/TrEMBL;Acc:O02637]
WBGene00000285	cal-1	V	12514875	12517205	-1	Calmodulin-like protein  [Source:UniProtKB/Swiss-Prot;Acc:P04630]
WBGene00000286	cal-2	II	8960714	8961577	1	CALmodulin related genes; Calmodulin-like protein  [Source:UniProtKB/TrEMBL;Acc:G5EEG0]
WBGene00000287	cal-3	IV	3829546	3835165	-1	CALmodulin related genes  [Source:UniProtKB/TrEMBL;Acc:U4PQW9]
WBGene00000288	cal-4	IV	10521422	10530597	1	CALmodulin related genes  [Source:UniProtKB/TrEMBL;Acc:G5EF93]
WBGene00000289	cam-1	II	9295918	9310304	-1	Tyrosine-protein kinase receptor cam-1  [Source:UniProtKB/Swiss-Prot;Acc:G5EGK5]
WBGene00000292	cap-1	IV	7228403	7230223	-1	F-actin-capping protein subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:P34685]
WBGene00000293	cap-2	II	10869196	10870827	1	F-actin-capping protein subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P34686]
WBGene00000294	cas-1	X	16807461	16813673	-1	Adenylyl cyclase-associated protein  [Source:UniProtKB/TrEMBL;Acc:H2L023]
WBGene00000295	cat-1	X	5705719	5710625	-1	
WBGene00000296	cat-2	II	257819	261063	1	Tyrosine 3-monooxygenase  [Source:UniProtKB/Swiss-Prot;Acc:P90986]
WBGene00000298	cat-4	V	10564880	10566445	1	GTP cyclohydrolase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q19980]
WBGene00000301	cav-1	IV	9772510	9773470	1	Caveolin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q94051]
WBGene00000302	cav-2	V	13557104	13559922	1	Caveolin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q18879]
WBGene00000308	C04A11.t1	X	13665555	13665673	1	
WBGene00000310	C05C9.t1	X	11163358	11163439	-1	
WBGene00000311	C05C9.t2	X	11162919	11163000	-1	
WBGene00000366	cbp-1	III	9766516	9774825	1	
WBGene00000367	cca-1	X	7847682	7875954	-1	Voltage-dependent T-type calcium channel subunit alpha  [Source:UniProtKB/TrEMBL;Acc:G5EBS2]
WBGene00000368	ccb-1	I	3641668	3647009	-1	Calcium Channel, Beta subunit  [Source:UniProtKB/TrEMBL;Acc:O01661]
WBGene00000369	ccf-1	III	11918828	11920237	-1	CCR4-NOT transcription complex subunit 7  [Source:UniProtKB/Swiss-Prot;Acc:Q17345]
WBGene00000370	ccg-1	IV	15270160	15275835	-1	Conserved Cysteine/Glycine domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9NA39]
WBGene00000371	cco-1	I	9788749	9790050	1	Cytochrome C Oxidase  [Source:UniProtKB/TrEMBL;Acc:P90849]
WBGene00000372	cyp-13A7	II	9803620	9805510	1	Putative cytochrome P450 CYP13A7  [Source:UniProtKB/Swiss-Prot;Acc:Q27519]
WBGene00000373	cyp-14A5	V	5421018	5423488	-1	CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q27531]
WBGene00000374	cyp-31A1	IV	9101773	9103851	-1	
WBGene00000375	cyp-44A1	II	5503966	5506115	1	Probable cytochrome P450 CYP44  [Source:UniProtKB/Swiss-Prot;Acc:Q09660]
WBGene00000376	ccr-4	IV	12361542	12371852	1	CCR (Yeast CCR4/NOT complex component) homolog; CCR4  [Source:UniProtKB/TrEMBL;Acc:G5EE09]
WBGene00000377	cct-1	II	8185443	8187601	1	T-complex protein 1 subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:P41988]
WBGene00000378	cct-2	II	8927741	8929820	1	T-complex protein 1 subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P47207]
WBGene00000379	cct-4	II	8283667	8285711	1	T-complex protein 1 subunit delta  [Source:UniProtKB/Swiss-Prot;Acc:P47208]
WBGene00000380	cct-5	III	4499191	4508114	-1	T-complex protein 1 subunit epsilon  [Source:UniProtKB/Swiss-Prot;Acc:P47209]
WBGene00000381	cct-6	III	5853532	5855687	-1	T-complex protein 1 subunit zeta  [Source:UniProtKB/Swiss-Prot;Acc:P46550]
WBGene00000382	cdc-6	I	4268070	4270287	-1	Cell Division Cycle related  [Source:UniProtKB/TrEMBL;Acc:P91155]
WBGene00000383	cdc-14	II	5589186	5593628	-1	Cell Division Cycle related  [Source:UniProtKB/TrEMBL;Acc:A0A0K3ATW0]
WBGene00000386	cdc-25.1	I	6469386	6471995	-1	M-phase inducer phosphatase cdc-25.1  [Source:UniProtKB/Swiss-Prot;Acc:O44552]
WBGene00000387	cdc-25.2	V	1567076	1585532	1	M-phase inducer phosphatase cdc-25.2  [Source:UniProtKB/Swiss-Prot;Acc:O44628]
WBGene00000388	cdc-25.3	III	8916351	8917929	-1	M-phase inducer phosphatase cdc-25.3  [Source:UniProtKB/Swiss-Prot;Acc:P30634]
WBGene00000389	cdc-25.4	II	10188263	10189469	-1	Cell Division Cycle related  [Source:UniProtKB/TrEMBL;Acc:Q21762]
WBGene00000390	cdc-42	II	7616452	7618245	1	Cell division control protein 42 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q05062]
WBGene00000391	cdd-1	X	8208748	8211149	-1	Cytidine deaminase  [Source:UniProtKB/TrEMBL;Acc:Q22922]
WBGene00000392	cdd-2	IV	7547118	7547893	-1	Cytidine deaminase  [Source:UniProtKB/TrEMBL;Acc:Q20628]
WBGene00000393	cdf-1	X	6499928	6504613	-1	Cation diffusion facilitator family protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q95QW4]
WBGene00000395	cdh-3	III	7741326	7754448	-1	Cadherin-3  [Source:UniProtKB/Swiss-Prot;Acc:P34616]
WBGene00000396	cdh-4	III	4520363	4536991	1	Cadherin-4  [Source:UniProtKB/TrEMBL;Acc:A0A1C3NSI5]
WBGene00000397	cdh-5	IV	8668941	8676542	1	CaDHerin family  [Source:UniProtKB/TrEMBL;Acc:X5M8R9]
WBGene00000399	cdh-7	II	14843177	14850905	1	CaDHerin family  [Source:UniProtKB/TrEMBL;Acc:O62328]
WBGene00000401	cdh-9	X	16595238	16602238	1	CaDHerin family  [Source:UniProtKB/TrEMBL;Acc:Q21035]
WBGene00000402	cdh-10	IV	2436505	2463405	-1	CaDHerin family  [Source:UniProtKB/TrEMBL;Acc:Q5F4U0]
WBGene00000403	casy-1	II	5945418	5956683	-1	CAlSYntenin/Alcadein homolog; Calsyntenin  [Source:UniProtKB/TrEMBL;Acc:G5ED46]
WBGene00000405	cdk-1	III	9747432	9748852	1	Cyclin-dependent kinase 1  [Source:UniProtKB/Swiss-Prot;Acc:P34556]
WBGene00000406	cdk-4	X	13515871	13518911	-1	Cyclin-dependent kinase 4 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9XTR1]
WBGene00000407	cdk-5	III	13464687	13466390	-1	Cyclin-dependent-like kinase 5  [Source:UniProtKB/Swiss-Prot;Acc:G5ECH7]
WBGene00000408	cdk-7	I	2281504	2291183	-1	Cyclin-dependent kinase 7  [Source:UniProtKB/Swiss-Prot;Acc:G5EFV5]
WBGene00000409	cdk-8	I	8702478	8705825	1	Cyclin-dependent kinase 8  [Source:UniProtKB/Swiss-Prot;Acc:P90866]
WBGene00000410	cdk-9	I	11323527	11333152	1	Probable cyclin-dependent kinase 9  [Source:UniProtKB/Swiss-Prot;Acc:Q9TVL3]
WBGene00000411	cdl-1	II	10785452	10787272	1	Histone RNA hairpin-binding protein  [Source:UniProtKB/Swiss-Prot;Acc:Q09599]
WBGene00000412	cdr-1	V	15921309	15922818	1	CaDmium Responsive; Cadmium-inducible lysosomal protein CDR-1  [Source:UniProtKB/TrEMBL;Acc:G5EE89]
WBGene00000413	cdt-1	I	3223160	3228104	-1	CDT (S. pombe CDC10 Dependent Transcript) homolog  [Source:UniProtKB/TrEMBL;Acc:Q86S68]
WBGene00000414	cec-1	III	8426334	8428583	1	Chromo domain-containing protein cec-1  [Source:UniProtKB/Swiss-Prot;Acc:P34618]
WBGene00000415	ced-1	I	11851566	11868105	-1	Cell death abnormality protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWD6]
WBGene00000416	ced-2	IV	1597316	1601620	1	Cell death abnormality protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9NHC3]
WBGene00000417	ced-3	IV	13198372	13204133	-1	Cell death protein 3 Cell death protein 3 subunit 1 Cell death protein 3 subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:P42573]
WBGene00000418	ced-4	III	4852313	4855177	1	Cell death protein 4  [Source:UniProtKB/Swiss-Prot;Acc:P30429]
WBGene00000419	ced-5	IV	10484110	10492952	1	CED-5  [Source:UniProtKB/TrEMBL;Acc:G5EEN3]
WBGene00000420	ced-6	III	5595771	5598066	1	Cell death protein 6  [Source:UniProtKB/Swiss-Prot;Acc:O76337]
WBGene00000421	ced-7	III	9570394	9580081	-1	ABC transporter ced-7  [Source:UniProtKB/Swiss-Prot;Acc:P34358]
WBGene00000422	ced-8	X	8414015	8416919	-1	Cell death abnormality protein 8  [Source:UniProtKB/Swiss-Prot;Acc:O17386]
WBGene00000423	ced-9	III	10335172	10337536	1	Apoptosis regulator ced-9  [Source:UniProtKB/Swiss-Prot;Acc:P41958]
WBGene00000424	ced-10	IV	3506328	3509527	-1	Ras-related protein ced-10  [Source:UniProtKB/Swiss-Prot;Acc:Q03206]
WBGene00000425	ced-11	III	9119559	9125153	1	
WBGene00000426	ced-12	I	10222881	10227009	-1	Cell death abnormality protein 12  [Source:UniProtKB/Swiss-Prot;Acc:Q8STE5]
WBGene00000427	ced-13	X	8299119	8299654	-1	
WBGene00000428	ceh-1	X	4653434	4654157	-1	Homeobox protein ceh-1  [Source:RefSeq peptide;Acc:NP_508796]
WBGene00000429	ceh-2	I	6046832	6050462	-1	Homeobox protein ceh-2  [Source:UniProtKB/Swiss-Prot;Acc:G5ECT8]
WBGene00000430	ceh-5	I	9727169	9728034	1	Homeobox protein ceh-5  [Source:UniProtKB/Swiss-Prot;Acc:P20269]
WBGene00000431	ceh-6	I	8498114	8502412	-1	Homeobox protein ceh-6  [Source:UniProtKB/Swiss-Prot;Acc:P20268]
WBGene00000432	ceh-7	II	8703368	8703829	-1	Homeobox protein ceh-7  [Source:UniProtKB/Swiss-Prot;Acc:P20270]
WBGene00000433	ceh-8	I	8245722	8250896	-1	Homeobox protein ceh-8  [Source:UniProtKB/Swiss-Prot;Acc:Q94398]
WBGene00000434	ceh-9	I	565436	566414	-1	Homeobox protein ceh-9  [Source:UniProtKB/Swiss-Prot;Acc:P56407]
WBGene00000435	ceh-10	III	5799073	5801109	1	Homeobox protein ceh-10  [Source:UniProtKB/Swiss-Prot;Acc:P41935]
WBGene00000436	ceh-12	I	5840289	5841888	1	Homeobox protein ceh-12  [Source:UniProtKB/Swiss-Prot;Acc:P17487]
WBGene00000437	ceh-13	III	7555617	7558208	1	Homeobox protein ceh-13  [Source:UniProtKB/Swiss-Prot;Acc:P17488]
WBGene00000438	ceh-14	X	7528616	7532732	-1	Homeobox protein ceh-14  [Source:UniProtKB/Swiss-Prot;Acc:P20271]
WBGene00000439	ceh-16	III	8622658	8626312	1	Homeobox protein engrailed-like ceh-16  [Source:UniProtKB/Swiss-Prot;Acc:P34326]
WBGene00000440	ceh-17	I	4568962	4570027	-1	C. Elegans Homeobox; CEH-17  [Source:UniProtKB/TrEMBL;Acc:G5EC89]
WBGene00000441	ceh-18	X	3843367	3857797	-1	Homeobox protein ceh-18  [Source:UniProtKB/Swiss-Prot;Acc:P41934]
WBGene00000442	ceh-19	IV	7953509	7955898	-1	Homeobox protein ceh-19  [Source:UniProtKB/Swiss-Prot;Acc:P26797]
WBGene00000443	ceh-20	III	6979884	6981785	1	Homeobox protein ceh-20  [Source:UniProtKB/Swiss-Prot;Acc:P41779]
WBGene00000444	ceh-21	X	1848795	1852736	-1	Homeobox protein ceh-21  [Source:UniProtKB/Swiss-Prot;Acc:Q22811]
WBGene00000445	ceh-22	V	10672459	10675644	1	Homeobox protein ceh-22  [Source:UniProtKB/Swiss-Prot;Acc:P41936]
WBGene00000446	ceh-23	III	7839594	7841491	1	Homeobox protein ceh-23  [Source:UniProtKB/Swiss-Prot;Acc:P34663]
WBGene00000447	ceh-24	V	13813309	13815272	1	Homeobox protein ceh-24  [Source:UniProtKB/Swiss-Prot;Acc:Q9NLC2]
WBGene00000448	pros-1	III	8067289	8071455	1	Homeobox protein prospero homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P34522]
WBGene00000449	ceh-27	V	11661670	11665085	-1	C. Elegans Homeobox  [Source:UniProtKB/TrEMBL;Acc:Q9XVN4]
WBGene00000450	ceh-28	X	13074682	13076092	1	C. Elegans Homeobox; NK-2 family homeodomain protein CEH-28  [Source:UniProtKB/TrEMBL;Acc:G5EE18]
WBGene00000451	ceh-30	X	3063585	3065551	1	Homeobox protein ceh-30  [Source:UniProtKB/Swiss-Prot;Acc:Q22909]
WBGene00000452	ceh-31	X	3068650	3070396	-1	Homeobox protein ceh-31  [Source:UniProtKB/Swiss-Prot;Acc:Q22910]
WBGene00000453	ceh-32	V	11701764	11705400	-1	Homeobox protein ceh-32  [Source:UniProtKB/Swiss-Prot;Acc:Q23175]
WBGene00000454	ceh-33	V	5323204	5324616	-1	Homeobox protein ceh-33  [Source:UniProtKB/Swiss-Prot;Acc:Q94166]
WBGene00000455	ceh-34	V	5315513	5319577	-1	Homeobox protein ceh-34  [Source:UniProtKB/Swiss-Prot;Acc:Q94165]
WBGene00000457	ceh-36	X	14183449	14185597	-1	Homeobox protein ceh-36  [Source:UniProtKB/Swiss-Prot;Acc:Q93352]
WBGene00000458	ceh-37	X	14197373	14209153	-1	Homeobox protein ceh-37  [Source:UniProtKB/Swiss-Prot;Acc:Q93356]
WBGene00000459	ceh-38	II	6951640	6955399	1	Homeobox protein ceh-38  [Source:UniProtKB/Swiss-Prot;Acc:Q19720]
WBGene00000460	ceh-39	X	1853874	1856189	-1	Homeobox protein ceh-39  [Source:UniProtKB/Swiss-Prot;Acc:Q22812]
WBGene00000461	ceh-40	X	12318240	12320777	-1	Homeobox protein ceh-40  [Source:UniProtKB/Swiss-Prot;Acc:Q19503]
WBGene00000462	ceh-41	X	1846608	1848675	-1	C. Elegans Homeobox  [Source:UniProtKB/TrEMBL;Acc:Q22810]
WBGene00000463	ceh-43	III	4446637	4449943	-1	Homeobox protein ceh-43  [Source:UniProtKB/Swiss-Prot;Acc:Q18273]
WBGene00000464	ceh-44	III	2530615	2546420	1	Homeobox protein cut-like ceh-44  [Source:UniProtKB/Swiss-Prot;Acc:Q9BL02]
WBGene00000465	cpg-1	III	4489359	4491392	1	Chondroitin proteoglycan 1  [Source:UniProtKB/Swiss-Prot;Acc:Q17802]
WBGene00000466	cel-1	I	9665194	9668664	1	mRNA-capping enzyme Polynucleotide 5'-triphosphatase mRNA guanylyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q17607]
WBGene00000467	cep-1	I	8324120	8328853	1	Transcription factor cep-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20646]
WBGene00000468	ces-1	I	8633925	8636044	1	CES-1; CEll death Specification  [Source:UniProtKB/TrEMBL;Acc:G5ECN8]
WBGene00000469	ces-2	I	14961501	14965361	1	Cell death specification protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q94126]
WBGene00000472	cey-1	II	11039348	11041206	-1	C. Elegans Y-box  [Source:UniProtKB/TrEMBL;Acc:O62213]
WBGene00000473	cey-2	I	5619569	5620668	1	C. Elegans Y-box  [Source:UniProtKB/TrEMBL;Acc:P91306]
WBGene00000474	cey-3	I	5571787	5573019	-1	C. Elegans Y-box  [Source:UniProtKB/TrEMBL;Acc:P91398]
WBGene00000475	cey-4	III	10866870	10868727	-1	C. Elegans Y-box  [Source:UniProtKB/TrEMBL;Acc:G5EDV3]
WBGene00000476	cfi-1	I	9994731	9999928	-1	AT-rich interactive domain-containing protein cfi-1  [Source:UniProtKB/Swiss-Prot;Acc:O02326]
WBGene00000477	cft-1	V	5538800	5545766	1	Cystic Fibrosis Transmembrane conductance regulator homolog  [Source:UniProtKB/TrEMBL;Acc:Q95QV2]
WBGene00000478	cfz-2	V	3441504	3444877	-1	Frizzled-2  [Source:UniProtKB/Swiss-Prot;Acc:G5ECQ2]
WBGene00000479	cgh-1	III	7495320	7497832	-1	ATP-dependent RNA helicase cgh-1  [Source:UniProtKB/Swiss-Prot;Acc:Q95YF3]
WBGene00000480	cgp-1	V	118043	122966	-1	GTP-binding protein cgp-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18905]
WBGene00000481	cha-1	IV	3613934	3624697	-1	Choline O-acetyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:P32756]
WBGene00000482	chd-3	X	12846437	12852601	-1	Chromodomain-helicase-DNA-binding protein 3 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q22516]
WBGene00000483	che-1	I	6517575	6520879	-1	Transcription factor che-1  [Source:UniProtKB/Swiss-Prot;Acc:Q966L8]
WBGene00000484	che-2	X	481378	486504	1	CHE-2 protein  [Source:UniProtKB/TrEMBL;Acc:G5EGF0]
WBGene00000485	che-3	I	8062059	8081671	-1	Cytoplasmic dynein 2 heavy chain 1  [Source:UniProtKB/Swiss-Prot;Acc:Q19542]
WBGene00000487	che-6	IV	2104056	2111605	-1	
WBGene00000488	che-7	V	7961539	7968899	-1	Innexin  [Source:UniProtKB/TrEMBL;Acc:A0A131MB60]
WBGene00000490	che-11	V	12144295	12150689	-1	
WBGene00000491	che-12	V	10299473	10307354	-1	Crescerin-like protein che-12  [Source:UniProtKB/Swiss-Prot;Acc:Q17423]
WBGene00000492	che-13	I	10507000	10515506	-1	Intraflagellar transport protein che-13  [Source:UniProtKB/Swiss-Prot;Acc:Q93833]
WBGene00000493	che-14	I	5746633	5754278	1	CHE-14 protein  [Source:UniProtKB/TrEMBL;Acc:G5EEW0]
WBGene00000496	chs-1	I	7554855	7559916	1	CHitin Synthase; Chitin synthase 1  [Source:UniProtKB/TrEMBL;Acc:G5ECD6]
WBGene00000497	chs-2	II	196985	211941	1	CHitin Synthase; Chitin synthase 2  [Source:UniProtKB/TrEMBL;Acc:G5EBQ8]
WBGene00000498	chk-1	V	3757047	3759469	-1	Serine/threonine-protein kinase chk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Z3]
WBGene00000499	chk-2	V	19908765	19916023	-1	Serine/threonine-protein kinase chk-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9U1Y5]
WBGene00000500	chn-1	I	6181314	6183913	-1	C-term of Hsp70-iNteracting protein (CHIP family); Hsp70-interacting protein  [Source:UniProtKB/TrEMBL;Acc:G5ECY6]
WBGene00000501	cho-1	IV	13209729	13214566	-1	High-affinity choline transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:O02228]
WBGene00000502	chp-1	I	5103581	5104956	-1	CHORD Protein; CHORD containing protein  [Source:UniProtKB/TrEMBL;Acc:G5EEI8]
WBGene00000503	cht-1	X	3397613	3400017	-1	Probable endochitinase  [Source:UniProtKB/Swiss-Prot;Acc:Q11174]
WBGene00000506	cic-1	III	2394325	2401308	-1	Cyclin-C  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYP2]
